id,lk_store_id,alt_store_name_catch,store_pickup_available,store_type_labels,address_full,city,state,pin_code
112,LKST1085,Avinashi Road,TRUE,COCO,"Shop No 441, Peelamedu, Peelamedu, Opposite Sms Hotel, Coimbatore, Tamil Nadu, 641004",Coimbatore,Tamil Nadu,641004
368,LKST229,Flagship Store at Chandra Layout,TRUE,COCO,"Shop No 106, 1St Main Road, Chandra Layout, Opposite Polar Bear, Bengaluru, Karnataka, 560040",Bengaluru,Karnataka,560040
880,LKST815,Janpath 2,TRUE,COCO,"Plot No 57, Ashok Nagar, Janpath Road, Bhubaneswar, Odisha, 751009",Bhubaneswar,Odisha,751009
1136,LKST1044,Katora Talab,TRUE,COCO,"Plot No 34, Ward 85/01, Near Sant Kanwar Chowk, Netaji Chowk, Main Road Katora Talab, Raipur, Chhattisgarh, 492001",Raipur,Chhattisgarh,492001
1392,LKST1372,Vidyadhar Nagar,TRUE,COCO,"Shop No 12, 19 & 20, Ganpati Paradise, Sector 2, Central Spine, Vidyadhar Nagar, Jaipur, Rajasthan, 302039",Jaipur,Rajasthan,302039
1904,LKST1915,Kalavasal Junction,TRUE,COCO,"100, Next to Westside Showroom, Kalavasal Junction, Theni Road, Madurai, Tamil Nadu, 625016",Madurai,Tamil Nadu,625016
2160,LKST2026,CR Park,TRUE,COCO,"Plot No K1/78, Ground Floor, Pocket K1, Chittaranjan Park, New Delhi, 110019",New Delhi,Delhi,110019
113,ST192,KB City Centre Mall,FALSE,FOFO,"Ground Floor, Deshbandhu Road, Munsifdanga, City Centre Mall, Purulia, West Bengal, 723101",Purulia,West Bengal,723101
369,LKST230,Flagship Store at RR Nagar,TRUE,COCO,"Shop No 826, Paramount Building, Beml 3Rd Stage, Rajarajeshwari Nagar, Opposite Dr. Ambedkar Park, Bengaluru, Karnataka, 560098",Bengaluru,Karnataka,560098
625,LKST465,Keelkattalai,TRUE,COCO,"#100, Ground Floor, Medavakam Main Road, Keelkattalai, Chennai, Tamil Nadu, 600117",Chennai,Tamil Nadu,600117
881,ST393,Vazirabad,FALSE,FOFO,"Guru Ganesh Heights, Shop G 1, Vazirabad, Opposite Ayurvedic College And Hospital, Nanded, Maharashtra, 431602",Nanded,Maharashtra,431602
1137,LKST975,Kamarhati,TRUE,COCO,"Vivekanand Park, Panihati, Kamarhati, North 24 Parganas, Near Tetul Tala Bus Stop, Kolkata, West Bengal, 700058",Kolkata,West Bengal,700058
1393,LKST1323,Subhash Nagar,FALSE,COCO,"A87, Subhash Nagar Shopping Centre, Hotel Marudhar Complex, Subhash Nagar, Jaipur, Rajasthan, 302032",Jaipur,Rajasthan,302032
1649,LKST1492,Dankuni,TRUE,COCO,"Plot No 2171, K N Mukherjee Road, North Subhas Pally, Ward No 9, Opposite Pravat Sandhya Building, Dankuni, Kolkata, West Benagal, 712311",Kolkata,West Bengal,712311
1905,LKST1330,Habsiguda,TRUE,COCO,"House No 1-65A/8, On Plot No 7, New No 1-4-53/1, Street No 8, Habsiguda, Hyderabad, Telangana, 500007",Hyderabad,Telangana,500007
2161,LKST1985,Peer Muchalla,TRUE,COCO,"Ground Floor, Khewat No 27/39, Sai Market, Peer Muchalla, Near Dominos Pizza, Zirakpur, Punjab, 140603",Zirakpur,Punjab,140603
626,LKST500,Financial District,TRUE,COCO,"S No-142, Sri Sai Gayatri Towerss, Financial District, Nanakramgudaa, Financial District, Hyderabad, Telangana, 500032",Hyderabad,Telangana,500032
882,LKST771,Prince Anwarshah Road,TRUE,COCO,"188/40 Prince Anwarshah Road, Anwarshah Road, Near Apollo Clinic, Kolkata, West Bengal, 700045",Kolkata,West Bengal,700045
1138,LKST929,Mahamaya Tala,TRUE,COCO,"Arghya Apartment, 24 Garia Main Road, Garia, Near Mahamayatala Motor Training School, Kolkata, West Bengal, 700084",Kolkata,West Bengal,700084
1394,LKST1042,Thavalakuppam,TRUE,COCO,"No 182, Cuddalore, Main Road, Thavalakuppam, Puducherry, 605004",Puducherry,Puducherry,605004
1906,LKST1904,Ravet,TRUE,COCO,"Shop No 11, Twins Tower C&D wing, Sno 106 Hissa No 2, Ravet, Pune, Maharashtra, 412101",Pune,Maharashtra,412101
2162,LKST1954,Aamrai,TRUE,COCO,"Shop No 9 & 10, Ground Floor, Manas Comlex, Near Hdfc Bank, Talkies Road, Aamrai, Karjat, Maharashata, 410201",Karjat,Maharashtra,410201
883,LKST742,R T Nagar,TRUE,COCO,"Ground Floor, No 5/3, 1St Main, 2Nd Cross, Rahmath Nagar, Rt Nagar Post, Opposite To India Oil Pump, Bengaluru, Karnataka, 560032",Bengaluru,Karnataka,560032
1139,LKST1029,Ranjit Avenue,TRUE,COCO,"Sco 125, Ground Floor, Block B, Ranjit Avenue, Distt. Shopping Complex, Near Vishal Mega Mart, Amritsar, Punjab, 143001",Amritsar,Punjab,143001
1395,LKST1432,Chitrakoot,TRUE,COCO,"S1, Tn Towers 10/165, Chitrakoot Marg, Vaishali Nagar, Opposite V Mart, Jaipur, Rajasthan, 302021",Jaipur,Rajasthan,302021
1651,LKST1442,Kaveri Hills Madhapur,TRUE,COCO,"Plot No 27 & 28, Guttala Begumpet Village, Kavujri Hills, Phase 1, Seringampally Revenue Mandal, Rangareddy Dist, Hyderabad, Telangana, 500081",Hyderabad,Telangana,500081
1907,LKST1335,Mall Of Ranchi,TRUE,COCO,"Unit No 3, Mall Of Ranchi, Ratu Road, Ranchi, Jharkhand, 834001",Ranchi,Jharkhand,834001
2163,LKST1934,Lewis Road,TRUE,COCO,"Ground Floor, Unit No 29, Khata No 347/43, Lewis Road, PS Badagada, Near Jockey Showroom, Buxijagabandhu Nagar, Bhubaneswar, Odisha, 751014",Bhubaneswar,Odisha,751014
628,LKST499,Metro Junction Mall,TRUE,COCO,"Ground Floor, Unit No G2, Metro Junction Mall, Shilphata Road, Netivali, Shilphata Road, Kalyan, Maharashtra, 421306",kalyan,Maharashtra,421306
884,LKST722,Patancheruvu,TRUE,COCO,"H No 25 & 35/4, On Plot No 1 & 2 In Survey No.167, Ramachandrapuram, Patancheruvu, Beside Icici Bank, Hyderabad, Telangana, 502032",Hyderabad,Telangana,502032
1140,LKST1053,"MKB Nagar, Chennai",TRUE,COCO,"No 22, Kambar Street, Vivekananda Nagar, Mkb Nagar, Kodungaiyur, Opposite Hp Petrol Pump, Chennai, Tamil Nadu, 600118",Chennai,Tamil Nadu,600118
1396,LKST1344,Connaught Place,TRUE,COCO,"Shop No 12, Raj Sarathi Apartment, Connaught Place, Aurangabad, Maharashtra, 431003",Aurangabad,Maharashtra,431003
1908,ST612,Chiplun,TRUE,COCO,"Ground Floor, Gala No 2, Ram Krishna Plaza, NH 66, Karad Chiplun Road, Near Cake Of The Day, Chiplun, Maharashtra, 415605",Chiplun,Maharashtra,415605
2164,LKST1922,Freeganj,TRUE,COCO,"Ground Floor, Unit No 1, VDS Prime Plaza, Plot No 9, Varamihir Marg, Freeganj, Ujjain, Madhya Pradesh, 456001",Ujjain,Madhya Pradesh,456001
117,ST196,Gunjan,FALSE,FOFO,"Shop No 7, Adarsh Vihar, Gunjan Cinema, Vapi, Gujarat, 396195",Vapi,Gujarat,396195
629,LKST515,Kopar Khairane,TRUE,COCO,"Shop No 5 & 6, Plot No 18 & 19, Satyam Tower, Sector 20, Koperkhairane, Opposite Varishtta Hotel, Navi Mumbai, Maharashtra, 400709",Navi Mumbai,Maharashtra,400709
1141,LKST1040,Hastinapuram,TRUE,COCO,"52, Dr Rajendra Prasad Road, Kumudham Colony, Nehru Nagar, Hastinapuram, Chromepet, Chennai, Tamil Nadu, 600064",Chennai,Tamil Nadu,600064
1397,LKST1429,Injambakkam ECR,TRUE,COCO,"Plot B, Survey No 56/1A Ground Floor, Promenade Sh49, Ecr Injambakkam, Opposite Vgp, Chennai, Tamil Nadu, 600115",Chennai,Tamil Nadu,600115
1653,LKST1676,Baramunda,TRUE,COCO,"M140, Baramunda Housing Board colony, Ruchika Market, Baramunda, Bhubaneswar, Odisha, 751003",Bhubaneswar,Odisha,751003
1909,LKST1901,RNS Road,TRUE,COCO,"RNS Road, Chaitanya Nagar, Opposite Giant School, Rajendra Nagar, Hubli, Karnataka, 580030",Hubli,Karnataka,580030
2165,LKST1701,Station Main Road Bhimganjmandi,TRUE,COCO,"Ground Floor, Opposite SS Dairy, Near Hotel Lilac, Station Main Road, Bhimganjmandi, Kota, Rajasthan, 324002",Kota,Rajasthan,324002
118,ST197,Link Road,FALSE,FOFO,"Shop No A/99, Link Road, Near Bukhari Petrol Pump, Bilaspur, Chhattisgarh, 495001",Bilaspur,Chhattisgarh,495001
374,LKST236,Omaxe Connaught Place Mall,TRUE,COCO,"Shop No 7, Upper Ground Floor, Omaxe Connaught Place Mall, Beta 2, Near Igl Cng Filling Station, Greater Noida, Uttar Pradesh, 201308",Greater Noida,Uttar Pradesh,201308
630,LKST510,Kharghar,TRUE,COCO,"Shop No 23 & 24, Plot No 20, Sector 2, Kharghar, Sai Swar Cooperative Housing Society, Navi Mumbai, Maharashtra, 410210",Navi Mumbai,Maharashtra,410210
886,ST398,Arrah,FALSE,FOFO,"Ground Floor, Krishn Kutri, Pakri, Katira More Road, Bhojpur, Arrah, Near Aditya Vision, Arrah, Bihar, 802301",Arrah,Bihar,802301
1398,ST470,5th Mile,FALSE,FOFO,"Giz Home Building, Unity Colony, 5Th Mile, Near Faith Petrol Pump, Dimapur, Nagaland, 797115",Dimapur,Nagaland,797115
1910,LKST1783,Thillai Nagar,TRUE,COCO,"31/1, Thillai Nagar 1-24, 3Rd Cross, Tiruchirapalli, Tamil Nadu, 620018",Tiruchirapalli,Tamil Nadu,620018
2166,LKST2023,Sadhuvasvani Road,TRUE,COCO,"G01, Everest Enclave, Yogi Chowk, Near Gangotri Dairy, RMC Garden, Sadhuvasvani Road, Rajkot, Gujarat, 360005",Rajkot,Gujarat,360005
375,LKST237,Forum Mall,TRUE,COCO,"Shop No 8 & N 5, Lgf, Forum Mall, Hyder Ali Road, Nazarbad Mohalla, Mysuru, Karnataka, 570010",Mysuru,Karnataka,570010
887,LKST787,Varthur,TRUE,COCO,"No 184/1, Varthur Main Road, Varthur Village, Near Vinayaka Theatre, Bengaluru, Karnataka, 560087",Bengaluru,Karnataka,560087
1143,LKST2288,Banashakari,TRUE,COCO,"595, 24Th Cross Road, Siddanna Layout, Banashakari 2Nd Stage, Banashakari, White Gold, Bengaluru, Karnataka, 560070",Bengaluru,Karnataka,560070
1399,LKST1433,Sector 62,TRUE,COCO,"Rn11, Ground Floor, Sector 62, Near Bank Of Maharashtra, Noida, Uttar Pradesh, 201301",Noida,Uttar Pradesh,201301
1655,LKST1704,Hingna Road,TRUE,COCO,"Ground Floor, Shop No 10, Jalaram Manglam, SRP Camp, Digdoh, Hingna Road, Nagpur, Maharashtra, 440016",Nagpur,Maharashtra,440016
1911,LKST1876,Gulab Bagh Sigra,TRUE,COCO,"Ground Floor, Shop No 1 & 2, Gulab Bagh Colony, Near Puma Store, Sigra, Varanasi, Uttar Pradesh, 221010",Varanasi,Uttar Pradesh,221010
2167,LKST1963,Flagship Store Thirunakkara Maidanam,TRUE,COCO,"P John Zhachariah Building, Near Thirunakkara Maiadan, Thirunakkara S Road, Kottayam, Kerala, 686001",Kottayam,Kerala,686001
120,ST200,Uppal Depot,FALSE,FOFO,"Shop No 2, House No 9/14/2/1, Main Road, Sriram Nagar Colony, Opposite Eden Garden Church, Hyderabad, Telangana, 500092",Hyderabad,Telangana,500092
376,LKST238,"R City Mall, Ghatkopar",TRUE,COCO,"Shop No F67, First Floor, LBS Marg, Amrut Nagar, R City Mall, Ghatkopar West, Mumbai, Maharashtra, 400086",Mumbai,Maharashtra,400086
888,LKST804,Kothanur,TRUE,COCO,"#1,2 Hennur Main Road, Kothanur, Near Bharat Petroleum, Bengaluru, Karnataka, 560077",Bengaluru,Karnataka,560077
1144,LKST1123,Modi Nagar,TRUE,COCO,"Shop No 11, 11A, 12A, Kn Mod Complex, Gt Road, Modinagar, Ghaziabad, Uttar Pradesh, 201204",Ghaziabad,Uttar Pradesh,201204
1400,LKST1454,Harsh Vihar Pitampura,TRUE,COCO,"Shop No 57, Ground Floor, Harsh Vihar, Pitampura, Delhi, 110034",Delhi,Delhi,110034
1912,LKST1912,Shalimar Bagh,TRUE,COCO,"AG-44, Block AG, Poorbi Shalimar Bagh, New Delhi, 110088",New Delhi,Delhi,110088
2168,LKST1795,Chinmayanagar,TRUE,COCO,"Survey No 102, Patta No 74, 104, Kaliamman Koil St, Virugambakkam, Chinmayanagar, Chennai, Tamil Nadu, 600092",Chennai,Tamil Nadu,600092
121,ST201,Vanasthalipuram,FALSE,FOFO,"House No 6/4/3 MIG, LOT Building, Plot No 35, Vanasthalipuram Police Station Road, Opposite Indian Post Office, Hyderabad, Telangana 500070",Hyderabad,Telangana,500070
633,LKST512,Harlur Main Road,TRUE,COCO,"#2466/2310, 4, 4(B), 3(B), G2, Ground Floor, Harlur Main Road, Anjanadri Sriharsh, Bengaluru, Karnataka, 560102",Bengaluru,Karnataka,560102
889,LKST831,Dhanori,TRUE,COCO,"Shop No 8, Palladium Grand, Dhanori Vishrantwadi Road, Dhanori, Near Goodwill Square, Pune, Maharashtra, 411015",Pune,Maharashtra,411015
1145,LKST1145,Old Bowenpally,TRUE,COCO,"Mlr Towers Sy No 110, Plot No 2, & No 6-R6-60, Centre Point, New Bowenpally, Hyderabad, Telangana, 500011",Hyderabad,Telangana,500011
1657,LKST1363,Sector 79,TRUE,COCO,"SCO 50, Basement & Ground Floor, Omaxe world Street, Sector 79, Faridabad, Haryana, 121004",Faridabad,Haryana,121004
1913,LKST1807,Badlapur East,TRUE,COCO,"Shop No 5, Trident A, Near Mohan palm, Shrigoan, Badlapur East, Thane, Maharashtra, 421503",Thane,Maharashtra,421503
2169,LKST1969,Sector 10,TRUE,COCO,"No 944/LIG, Ground Floor, Sector 10, Faridabad, Haryana, 121006",Faridabad,Haryana,121006
122,ST204,Tikonia,FALSE,FOFO,"Shri Guru Harikrishna Complex, Nainital Road, Tikonia Chauraha, Haldwani, Uttarakhand, 263139",Haldwani,Uttarakhand,263139
378,LKST240,Hadapsar,TRUE,COCO,"Shop No 2, Ground Floor, 84/1, Hadapsar, Vaibhav Chitramandir, Pune, Maharashtra, 411028",Pune,Maharashtra,411028
890,LKST820,Nai sadak,TRUE,COCO,"Shop No 163, Nai Sadak, Obct Scheme, Jodhpur, Rajasthan, 342006",Jodhpur,Rajasthan,342006
1146,LKST1148,Shagun Chowk Pimpri,TRUE,COCO,"Shop 1&2, Jai Govind Plaza, Shagun Chowk, Shastri Nagar, Pimpri Colony, Pimpri Chinchwad, Pune, Maharashtra, 411017",Pune,Maharashtra,411017
1402,LKST1300,Scheme 140,TRUE,COCO,"Shop No 8, The Row Eight, Scheme No 140, Bicholi Mardana, Pipliyahana, Scheme 140, Opposite Grand Exotica, Indore, Madhya Pradesh, 452016",Indore,Madhya Pradesh,452016
1914,LKST1758, Hoshiyarpur Road,TRUE,COCO,"Ground Floor, Building No 1074, Rama Mandi, Hoshiarpur Road, Dakoha Tehsil, Jalandhar, Punjab, 140406",Jalandhar,Punjab,140406
2170,LKST2060,HSR 27th Main Road,TRUE,COCO,"#339, HSR 27th Main Road, Near Kapoor Cafe, Sector 2, HSR Layout, Bengaluru, Karnataka, 560102",Bengaluru,Karnataka,560102
123,ST205,"Sector 6, MVP Colony",FALSE,FOFO,"2/30/26/1, Jami Function Hall, Sector 6, Mvp Colony, Near Mg Cancer Hospital, Visakhapatnam, Andhra Pradesh, 530017",Visakhapatnam,Andhra Pradesh,530017
635,LKST511,Coles Road,TRUE,COCO,"86/3, Ground Floor, Coles Road, Cleveland Town, Pulikeshi Nagar, Bengaluru, Karnataka, 560005",Bengaluru,Karnataka,560005
891,LKST850,Orderly Bazar,TRUE,COCO,"Shop No S2 /363 A, Ward Sikraul, Orderly Bazar, Bhojubeer, Varanasi, Uttar Pradesh, 221002",Varanasi,Uttar Pradesh,221002
1147,ST451,Kottakkal,FALSE,FOFO,"62-L Vilangalil Building, Mini Road Junction, Changuvetty Kottakkal Malappuram, Kottakkal, Kerala, 676503",Kottakkal,Kerala,676503
1403,LKST1414,Suncity,TRUE,COCO,"Ground Floor, House No 7-17/6, Suncity Main Road, Suncity, Opposite Lucid Medical Diagnostics, Hyderabad, Telangana, 500091",Hyderabad,Telangana,500091
1659,LKST1732,Kanchipuram Nambi Street,TRUE,COCO,"Ground Floor No 31, Thirukachi Nambi Street, Near Pachaiyappa's Women College Bus Stop, Kanchipuram, Tamil Nadu, 631501",Kanchipuram,Tamil Nadu,631501
1915,LKST1811,Boduppal,TRUE,COCO,"Shop No 1-1/2, Plot No 96, Survey No, 145,146 & 147, Village Boduppal, Ghatkesar, Mandal, Main Road, West Hanuman Nagar, Uppal, Rangareddy, Hyderabad, 500092",Rangareddy,Hyderabad,500092
2171,LKST2048,Virat Nagar,TRUE,COCO,"Shop No 21 & 22, Satyagrah Residency, Opposite Kanba Hospital, Virat Nagar, Nikol, Ahmedabad, Gujarat, 380038",Ahmedabad,Gujarat,380038
124,ST206,MP Nagar,FALSE,FOFO,"Plot No 75, Zone 2, Raymond Showroom Lane, Mp Nagar, In Front Of Domino'S Pizza, Bhopal, Madhya Pradesh, 462011",Bhopal,Madhya Pradesh,462011
380,LKST243,"Sector 7, Airoli",TRUE,COCO,"Shop No G9, Shiv Shankar Plaza, , Sector 7, Airoli, Next To Domino'S Pizza, Navi Mumbai, Maharashtra, 400708",Navi Mumbai,Maharashtra,400708
636,LKST492,MG Road Metro,TRUE,COCO,"#40, 9660, Ground Floor, Mg Road, Near Mg Road Metro Station, Cochin, Kerala, 682001",Cochin,Kerala,682001
892,ST401,Manjeri,FALSE,FOFO,"Nc'S Business Bay, Kacheripadi, , Manjeri, Opposite Igbt Bus Stand, Manjeri, Kerala, 676121",Manjeri,Kerala,676121
1148,LKST1146,Kalyani,TRUE,COCO,"B-12/17, B Block, Central Park, Nadia Kalyani, Beside Frank Ross Pharmacy, Kalyani, West Bengal, 741235",kalyani,West Bengal,741235
1404,LKST1373,Mavoor Road,TRUE,COCO,"Mavoor Road, Arayidathupalam, Mavoor, Opposite New Bus Stand, Kozhikode, Kerala, 673004",Kozhikode,Kerala,673004
1916,LkST1905,Phoolbagh,TRUE,COCO,"Ground Floor, City Square Building, Shop No G 3, G 4,G 13 & G 14, Near GDA Office, Sai Baba Mandir Road, Phool Bagh, Gwalior, Madhya Pradesh, 474002",Gwalior,Madhya Pradesh,474002
2172,LKST2131,Tirumalagiri,TRUE,COCO,"Sy 26, Tirumalagiri, Secunderabad, Beside Mahindra Show Room, Hyderabad, Telangana, 500015",Hyderabad,Telangana,500015
125,ST208,Prahlad Nagar,FALSE,FOFO,"Shop No 4, Arth Complex, Anand Nagar Road, Prahlad Nagar, Near Seema Hall, Ahmedabad, Gujarat, 380015",Ahmedabad,Gujarat,380015
381,LKST244,Crossing Republic,TRUE,COCO,"Upper Ground-02, Plot No C-2, Nh-24, Orbit Plaza, Crossing Republic, Next To More Store, Ghaziabad, Uttar Pradesh, 201009",Ghaziabad,Uttar Pradesh,201009
637,LKST486,Sector 68,TRUE,COCO,"Unit No GF 27, Reach Airia, Sector 68, Gurugram, Haryana, 122018",Gurugram,Haryana,122018
893,ST397,Hajipur,FALSE,FOFO,"Khata No 476, Khesra No 693, Anwapur Chowk, Cinema Road, Hajipur, Bihar, 844101",Hajipur,Bihar,844101
1149,LKST1075,Nelson Manickam Road,TRUE,COCO,"154/24 A, Nelson Manickam Road, Metha Nagar, Near Shobhan Babu Statue, Chennai, Tamil Nadu, 600029",Chennai,Tamil Nadu,600029
1405,LKST1411,Laxmi Enclave Katagram,TRUE,COCO,"Ground Floor, Shop No 57, 58 & 59 B Half, Laxmi Enclave 2, Laxmi Circle, Katargam, Opposite Gajera School, Surat, Gujarat, 395004",Surat,Gujarat,395004
1661,LKST1314,Ettumanoor,TRUE,COCO,"Ward 10th, Ettumanoor Municipality, Village Peroor Kara, V Arcade, Thellakom, Kottayam, Kerala, 686630",Kottayam,Kerala,686630
1917,LKST1720,Pattambi,TRUE,COCO,"SY No 69-7/5 Of Vattakavu Padivattom, Southern Side Of Kudiyirippu Parambu, Next To Koppans Mall, Ponnani Road Village, Pattambi, Thrissur, Kerala, 67",Thrissur,Kerala,679303
2173,LKST1793,Civil Line,TRUE,COCO,"Shop No CP 7, Gangapur Avas Vikas, Civil Line, Rampur, Uttar Pradesh, 244901",Rampur,Uttar Pradesh,244901
126,ST209,"Ashok Nagar, Indore",FALSE,FOFO,"Shop No 11, Tower Square, Bhanwarkua Main Road, Ashok Nagar, Opposite Rr Fuels Bharat Petrol Pump, Indore, Madhya Pradesh, 452001",Indore,Madhya Pradesh,452001
382,LKST246,"Sector 4, Vaishali",TRUE,COCO,"Shop No 3, Ground Floor, Nipun Plaza, Plot No 1, Sector 4, Vaishali, Near Nazeer Food Restaurant, Ghaziabad, Uttar Pradesh, 201010",Ghaziabad,Uttar Pradesh,201010
638,LKST522,Mayanz Forum,TRUE,COCO,"Ground Floor, Mayanz Forum, Building No 27, Mettupalayam Road, Thudiyalur, Tamil Nadu, 641034",Thudiyalur,Tamil Nadu,641034
894,LKST776,"Mankavu, Calicut",TRUE,COCO,"Door No 34/1955, Mini Bye Pass Road, Calicut, Near Mankavu Jn Mankavu, Calicut, Kerala, 673007",Calicut,Kerala,673007
1150,LKST1077,Vidya Nagar,TRUE,COCO,"35498/23, Vidya Nagar, Ramakrishna Layout, Unkal Village, Hubli, Karnataka, 580030",Hubli,Karnataka,580030
1918,LKST1479,Kakadeo,TRUE,COCO,"Ground Floor, 117H-l/382, Model Town, Kakadeo, Kanpur, Uttar Pradesh, 208025",Kanpur,Uttar Pradesh,208025
2174,LKST2076,Reva College Sathanur,TRUE,COCO,"Sy No 190-191, Site No 54/108, Chinna Complex, No 5, Bagalur Main Road, Niranthara Layout, Kattigenahalli, Sathanur, Near Reva College, Bengaluru, Karnataka, 560064",Bengaluru,Karnataka,560064
127,ST210,"Sector 14, Koparkhairane",FALSE,FOFO,"Shop No 3, Lotus Chs, Sector 14, Koparkhairane, Near D-Mart Chowk, Navi Mumbai, Maharashtra, 400709",Navi Mumbai,Maharashtra,400709
383,LKST248,Providence Mall,TRUE,COCO,"Unit No 38, Second Floor, Venkata Subba Reddy Street, Orlanpet, Providence Mall, Puducherry, Puducherry, 605001",Puducherry,Puducherry,605001
639,LKST473,Diamond Hills,TRUE,COCO,"2-1/6&2-1/6A, Ground Floor, Fantasy Square, Diamond Hills, Serlingampally, Gachibowli, Hyderabad, Telangana, 500081",Hyderabad,Telangana,500081
895,LKST775,Vasna Road,TRUE,COCO,"Shop No 4, Ground Floor, Pancham Icon, Vasna Road, Vasna Road, Next To Dmart, Vadodara, Gujarat, 390007",Vadodara,Gujarat,390007
1151,LKST952,Kamaraj Salai,TRUE,COCO,"121 Kamaraj Salai, Thattanchavdy, Kamaraj Salai, Puducherry, 605009",Puducherry,Puducherry,605009
1407,LKST1397,Sector 16 Gandhinagar,TRUE,COCO,"Plot No 435, Sector 16, Gh Road, Sector 16, Beside Axis Bank, Gandhinagar, Gujarat, 382016",Gandhinagar,Gujarat,382016
1663,LKST1633,Ammapet,TRUE,COCO,"176/1, Chairman Ramalingam Road, Near Soundaraja Perumal Kovil, Ammapet, Salem, Tamil Nadu, 636001",Salem,Tamil Nadu,636001
1919,LKST1902,Nanakheda,TRUE,COCO,"Ground Floor, Plot No 1/2, MIG, Nanakheda Vistar Yojana, Ujjain, Madhya Pradesh, 456010",Ujjain,Madhya Pradesh,456010
2175,LKST2045,Kalighat,TRUE,COCO,"117, A S P Mukherjee Road, Rash Behari Crossing, Near Kalighat Metro Gate No 3, Kalighat, Kolkata, West Bengal, 700026",Kolkata,West Bengal,700026
384,LKST250,Prozone Mall,TRUE,COCO,"Shop No G18, Ground Floor, Old Sivanandha Mills, Sivanandhapuram, Prozone Mall, Coimbatore, Tamil Nadu, 641035",Coimbatore,Tamil Nadu,641035
640,LKST358,Sackhi,TRUE,COCO,"Holding No 16, New Kalimati Road, Sackhi, Jamshedpur, Jharkhand, 831001",Jamshedpur,Jharkhand,831001
896,LKST829,"SD Road, Secunderabad",TRUE,COCO,"H No 9-1-122 & 123/1, Sd Road, Scunderabad, Sd Road, Scunderabad, Beside Dcb Bank, Hyderabad, Telangana, 500003",Hyderabad,Telangana,500003
1152,LKST1141,National Road,TRUE,COCo,"Shop No 2588/571, National Road, Bhai Wala Chowk, Opposite To Dtdc Courier, Ludhiana, Punjab, 141001",Ludhiana,Punjab,141001
1408,ST508,Imphal,TRUE,FOFO,"Airport Road, Sangaiprou Maning, Near Iskon Temple, Sangaiprou Maning, Imphal, Manipur, 795140",Imphal,Manipur,795140
1920,LKST1909,Bokaro Chas,TRUE,COCO,"Plot No 7090, Mouza Chas, Pargana Chas, P S Chas, Thana No 30, Khaspel, Near Bypass Road, Ward No 16, Bokaro, Jharkhand, 827013",Bokaro,Jharkhand,827013
2176,LKST2120,Pratap Vihar,TRUE,COCO,"Ground Floor, P233, Sector 12, Pratap Vihar, Ghaziabad, Uttar Pradesh, 201009",Ghaziabad,Uttar Pradesh,201009
385,LKST251,Orion Mall Gateway,TRUE,COCO,"Shop No 106, First Floor, Brigade Gateway, Malleshwaram West, Orion Mall Gateway, Bengaluru, Karnataka, 560055",Bengaluru,Karnataka,560055
641,LKST490,Yagnik Road,TRUE,COCO,"Ground Floor, Royal Corner, Yagnik Road, Sradar Nagar, Opposite Chaswala Park Avenue Show Room, Rajkot, Gujarat, 360001",Rajkot,Gujarat,360001
897,ST402,Sangareddy,FALSE,FOFO,"Main Road, Near Gokul Hospital, Opposite Tscpdcl Office, Sangareddy, Telangana, 502001",Sangareddy,Telangana,502001
1153,LKST1097,Dadri,TRUE,COCO,"Khasra No 756, Gt Road, GT Road, Opposite Reliance Trends, Dadri, Uttar Pradesh, 203207",Dadri,Uttar Pradesh,203207
1665,LKST1540,Balagere,TRUE,COCO,"Ground Floor Old Katha No 290/31/2/02/02, New No 31/2, Balagera Main Road, Varthur Ward No 149, Bengaluru, Karnataka, 560087",Bengaluru,Karnataka,560087
1921,LKST1932,Nadapuram,TRUE,COCO,"City Tower, Kallachi, Villyappaly Road, Opposite HP Petrol Pump, Nadapuram, Calicut, Kerala, 673504",Calicut,Kerala,673504
2177,LKST1993,Salipur,TRUE,COCO,"Ground Floor, Kendrapada Road, Opposite Easyday, Salipur, Cuttack, Odisha, 754202",Cuttack,Odisha,754202
386,LKST252,"Chandivali, Powai",TRUE,COCO,"Shop No 3, Lower Ground Floor, Wing C, Lake Primrose Commercial, Chandivali, Beside Lakme Salon, Mumbai, Maharashtra, 400076",Mumbai,Maharashtra,400076
898,LKST730,Bhera Enclave,TRUE,COCO,"412 Ground Floor, Bhera Enclave, Pashchim Vihar, Delhi, 110087",Delhi,Delhi,110087
1154,LKST1137,Punjagutta,TRUE,COCO,"House No 6-3-696, G2, Ground Floor, Punjagutta Main Road, Panjagutta, Metro Pillar Number A 1103, Hyderabad, Telangana, 500029",Hyderabad,Telangana,500029
1922,LKST1779,Vaishali Nagar,TRUE,COCO,"Ground Floor, Plot No 2, AMC No 1120/1536/25, Near Hotal Mansingh Palace, Vaishali Nagar, Ajmer, Rajasthan, 305001",Ajmer,Rajasthan,305001
2178,LKST2118,Thiruvalla,TRUE,COCO,"New Amprayil Building, T K Road, YMCA Junction, Thiruvalla, Kottayam, Kerala, 689101",Kottayam,Kerala,689101
131,ST216,Durgakund,FALSE,FOFO,"Shop No B 27/98, A/7A, Durgakund Road, Durgakund, Beside Dayal Tower, Varanasi, Uttar Pradesh, 221005",Varanasi,Uttar Pradesh,221005
